機	2475	
哈	2463	
唔好	2422	
今	2404	
公	2391	
至	2388	
國	2385	
相	2376	
世	2376	
嗰	2346	
走	2341	
三	2323	
作	2308	
覺得	2293	
電	2271	
緊	2271	
未	2247	
唔知	2217	
然後	2205	
條	2199	
所以	2196	
變	2184	
通	2179	
只係	2174	
不過	2164	
天	2151	
大家	2138	
晒	2123	
字	2115	
將	2115	
竟	2105	
重	2087	
點解	2084	
好多	2083	
陣	2071	
工	2068	
動	2068	
題	2054	
J	2041	
氣	2033	
他	2026	
等	2019	
種	2015	
可能	2012	
子	2010	
直	2003	
水	2003	
快	2002	
神	1999	
刻	1992	
男	1988	
眼	1983	
寫	1970	
該	1964	
高	1962	
了	1951	
加	1928	
知道	1925	
搵	1919	
書	1900	
始	1900	
太	1896	
或	1887	
句	1873	
外	1872	
番	1870	
我哋	1860	
結	1845	
放	1838	
唔到	1822	
路	1806	
更	1796	
反	1785	
記	1784	
原	1783	
登	1774	
第	1769	
細	1741	
應該	1731	
關	1731	
甚	1729	
感	1724	
個人	1705	
哈哈	1704	
部	1702	
由	1701	
信	1697	
長	1686	
T	1658	
乜	1657	
林	1641	
終	1638	
比	1633	
二	1633	
夠	1633	
白	1622	
界	1618	
搞	1614	
數	1602	
件	1602	
平	1600	
問題	1599	
新	1599	
一樣	1597	
說	1592	
主	1592	
位	1578	
係咁	1574	
隻	1547	
企	1546	
清	1544	
續	1543	
單	1521	
回	1521	
之後	1504	
向	1501	
連	1499	
難	1499	
錯	1485	
名	1475	
表	1475	
色	1473	
令	1470	
代	1468	
愛	1462	
常	1461	
低	1458	
車	1456	
或者	1455	
性	1450	
見到	1450	
場	1446	
民	1432	
錢	1428	
認	1428	
言	1427	
開始	1427	
繼	1414	
朋	1401	
玩	1398	
接	1385	
朋友	1367	
入面	1365	
街	1362	
論	1356	
候	1355	
每	1355	
一定	1355	
世界	1348	
何	1345	
著	1343	
慢	1342	
屋	1341	
受	1337	
時間	1329	
完全	1328	
岩	1320	
拎	1317	
繼續	1308	
咁樣	1308	
失	1304	
份	1300	
張	1283	
喎	1278	
幫	1278	
乎	1262	
喇	1260	
畀	1255	
最後	1240	
當然	1238	
司	1230	
M	1229	
政	1226	
究	1223	
化	1222	
班	1219	
囉	1218	
四	1215	
係咪	1211	
時候	1208	
任	1206	
教	1196	
金	1195	
雖	1194	
線	1193	
根	1192	
思	1191	
轉	1188	
門	1187	
收	1178	
佢哋	1177	
物	1171	
近	1169	
齊	1169	
離	1159	
即刻	1158	
期	1158	
其他	1154	
仲有	1151	
試	1132	
這	1130	
音	1116	
五	1109	
美	1108	
亦都	1104	
萬	1103	
雖然	1100	
驚	1098	
安	1097	
東	1096	
合	1092	
早	1083	
影	1073	
突	1072	
花	1067	
於是	1067	
差	1064	
就算	1063	
買	1056	
甚至	1053	
竟然	1052	
讀	1049	
英	1048	
師	1047	
殺	1044	
鐘	1044	
答	1042	
計	1039	
體	1036	
從	1035	
士	1032	
月	1026	
求	1021	
風	1010	
另	1006	
光	1000	
晚	1000	
提	998	
此	996	
視	995	
特	991	
選	988	
流	985	
R	983	
且	983	
一齊	981	
處	977	
決	971	
使	969	
留	968	
屋企	968	
目	960	
坐	960	
都會	959	
今日	958	
也	957	
K	956	
極	948	
步	946	
例	945	
利	940	
指	938	
品	936	
深	936	
故	933	
帶	932	
un	927	
遠	921	
估	920	
根本	917	
半	916	
總	916	
活	913	
海	912	
原來	908	
廣	907	
仍	903	
容	903	
交	902	
飯	900	
立	900	
P	897	
樂	896	
究竟	893	
除	892	
麼	892	
被	892	
斷	888	
耐	885	
強	878	
一下	878	
命	875	
一直	875	
黑	875	
別	874	
駛	872	
媽	870	
以為	867	
怪	863	
電話	863	
百	860	
飲	860	
絕	855	
同埋	849	
le	841	
都好	840	
嘛	839	
式	838	
非	837	
足	837	
終於	837	
傳	836	
愈	836	
八	833	
出嚟	832	
㗎	827	
內	827	
第一	825	
星	823	
千	820	
婆	820	
跟	817	
腦	816	
公司	816	
市	808	
啱	807	
進	806	
邊個	806	
謂	805	
必	804	
撚	803	
雞	799	
呢啲	799	
少少	799	
改	795	
男人	792	
業	789	
義	789	
們	787	
仍然	786	
普	786	
精	783	
社	781	
切	775	
報	773	
把	772	
即係	771	
類	765	
女仔	764	
佬	764	
簡	763	
哥	761	
還	760	
N	759	
粵	759	
員	758	
持	758	
考	757	
鍾	755	
成日	755	
保	754	
突然	752	
所有	751	
am	750	
味	749	
那	748	
火	748	
母	745	
亂	745	
發現	744	
底	744	
空	742	
婚	742	
整	742	
滿	739	
包	736	
呢度	736	
況	731	
拍	731	
響	730	
紅	730	
西	730	
推	729	
樓	728	
辦	726	
奇	726	
而且	723	
之前	721	
隨	719	
輕	719	
首	719	
沒	718	
易	717	
鍾意	717	
角	715	
有啲	712	
支	711	
飛	709	
誠	709	
發生	708	
詞	708	
觀	707	
六	704	
爆	704	
肯	703	
記得	700	
係呢	693	
結果	691	
需	689	
假	689	
台	688	
地方	687	
鬼	682	
戰	682	
盡	679	
房	678	
功	677	
格	673	
唔想	672	
急	671	
量	666	
苦	664	
請	663	
而家	662	
客	662	
七	658	
制	657	
九	657	
不如	657	
初	652	
港人	651	
排	650	
和	647	
出現	647	
及	644	
並	644	
仆	643	
山	642	
舊	640	
落去	640	
ac	639	
馬	639	
史	636	
網	635	
夜	635	
各	633	
資	633	
節	632	
與	631	
運	629	
止	624	
照	624	
熱	624	
酒	623	
價	622	
追	620	
一邊	620	
片	619	
警	619	
靜	617	
興	617	
議	614	
更加	609	
腳	609	
畫	608	
王	608	
唔識	607	
形	603	
頂	602	
係要	601	
有時	600	
看	599	
無人	599	
喂	599	
環	599	
青	599	
往	597	
任何	595	
權	595	
慢慢	592	
程	592	
堆	590	
區	590	
啫	590	
投	588	
吓	588	
科	588	
某	587	
拉	586	
甚麼	586	
重要	585	
需要	585	
城	585	
值	585	
送	584	
醒	583	
紙	582	
上面	581	
一個人	580	
靚	578	
所謂	576	
開心	575	
啊	574	
噉	573	
冷	572	
傾	572	
親	572	
叔	570	
段	570	
袋	570	
超	569	
示	569	
聽到	568	
治	568	
定係	568	
痛	566	
社會	565	
毒	565	
希	564	
決定	561	
換	559	
分鐘	559	
達	558	
廣東	555	
歌	554	
唔同	554	
機會	551	
忍	550	
普通	550	
基	548	
點樣	548	
戲	547	
只要	547	
升	545	
雙	545	
做咩	545	
圍	544	
楚	542	
沒有	542	
圖	541	
套	539	
球	538	
她	535	
血	535	
怕	535	
禮	534	
餐	534	
念	533	
號	532	
爭	532	
能夠	532	
仆街	530	
聞	530	
拖	529	
調	527	
忽	527	
眾	526	
證	525	
術	523	
屌	522	
態	521	
嘩	520	
波	520	
異	519	
幾多	518	
府	518	
消	516	
今次	516	
停	514	
獨	514	
演	512	
一日	510	
一陣	510	
相信	509	
尾	508	
概	508	
嗰陣	507	
源	507	
意思	506	
層	506	
習	503	
粵語	501	
第二	500	
產	500	
例如	500	
勢	499	
票	499	
古	498	
背	498	
曾	497	
則	497	
黃	497	
篇	496	
希望	495	
醫	492	
全部	492	
情況	491	
簡單	491	
遊	490	
歷	489	
建	489	
較	488	
展	485	
賣	484	
共	484	
準	484	
象	483	
生活	483	
質	482	
lin	479	
唱	479	
喺度	479	
鐵	479	
土	479	
劇	479	
ge	478	
so	478	
疑	478	
才	477	
幾乎	477	
語言	477	
短	477	
執	476	
感覺	475	
舉	472	
料	471	
呼	470	
洗	470	
點知	469	
像	468	
裡	468	
女人	467	
顯	467	
存	466	
服	466	
辦法	463	
歲	463	
hi	461	
周	461	
嫁	460	
清楚	459	
牛	459	
局	458	
不斷	456	
令到	454	
趣	454	
政府	454	
學生	453	
越	453	
校	451	
之間	450	
院	450	
一路	450	
爸	449	
標	449	
圓	449	
廣東話	448	
跳	447	
派	447	
肉	446	
息	446	
緊要	446	
好好	445	
唔通	444	
些	443	
人生	443	
引	442	
關係	442	
裝	442	
謝	442	
電視	440	
管	440	
哦	439	
傷	439	
律	439	
官	438	
本來	438	
隊	438	
倒	437	
痴	437	
巴	437	
大學	436	
集	435	
散	435	
一切	435	
約	434	
專	433	
廢	432	
景	432	
費	432	
零	431	
華	430	
碼	430	
似乎	430	
卡	429	
出去	429	
統	429	
煙	427	
級	426	
衫	425	
燈	425	
魔	425	
責	424	
工作	423	
衝	423	
便	422	
渣	422	
系	421	
喜	420	
文化	419	
後生	419	
取	418	
係呀	417	
熟	417	
救	417	
過去	416	
彈	416	
良	415	
惡	415	
梗	415	
龍	414	
牌	412	
釋	412	
明白	411	
淨	410	
破	409	
唔得	408	
ok	408	
跟住	408	
擊	407	
搭	407	
告	407	
兒	406	
成為	406	
暗	406	
耳	404	
掂	404	
撞	403	
妹	403	
若	403	
秒	402	
據	402	
皮	402	
臉	401	
唔多	400	
ke	400	
姐	400	
星期	400	
吹	398	
掛	398	
Y	396	
務	393	
維	392	
靈	392	
中國	391	
陸	389	
一刻	387	
敢	385	
永	385	
印	384	
擔	384	
始終	383	
護	383	
溫	382	
職	382	
很	382	
順	381	
乜嘢	379	
石	379	
擇	379	
大概	378	
正常	378	
老婆	378	
鬧	377	
般	377	
案	377	
你哋	376	
一條	376	
揀	376	
堂	375	
故事	375	
唯	375	
彩	375	
激	375	
杯	374	
變成	374	
察	374	
沙	374	
餘	373	
平時	373	
居	373	
忽然	373	
吸	373	
境	372	
反而	371	
微	371	
願	371	
炒	371	
退	370	
技	370	
堅	370	
恐	369	
病	369	
斯	369	
承	367	
塊	367	
既然	366	
補	366	
唔使	366	
麻	366	
索	366	
輸	365	
女神	364	
煩	363	
咧	362	
結婚	362	
梗係	362	
夢	362	
喊	362	
文學	361	
速	360	
特別	359	
弟	359	
慘	358	
他人	358	
同一	358	
筆	358	
阿媽	357	
紀	357	
遲	356	
跌	356	
離開	356	
評	356	
室	356	
十分	355	
ace	354	
以前	354	
歡	353	
妙	353	
右	353	
雨	353	
免	352	
生仔	352	
畢	351	
預	351	
得到	351	
兄	349	
型	349	
敗	348	
本身	347	
島	346	
粗	346	
代表	345	
po	345	
戀	343	
吧	343	
隔	343	
老母	343	
輪	342	
狂	341	
待	341	
自然	341	
組	340	
對於	340	
震	340	
鳩	340	
威	339	
廿	339	
聯	339	
貨	338	
際	338	
稱	337	
負	336	
沉	336	
添	336	
燒	335	
只有	335	
閒	334	
查	334	
係唔係	334	
領	334	
通話	333	
選擇	333	
遇	333	
毫	332	
政治	332	
棄	332	
充	332	
硬	331	
濟	331	
迫	331	
多謝	331	
扮	331	
郁	330	
介	330	
一啲	330	
否	329	
抽	329	
跑	329	
我們	328	
普通話	327	
衰	327	
股	327	
商	327	
食飯	326	
傻	325	
典	325	
絕對	324	
練	324	
導	323	
站	322	
惜	322	
個月	322	
秘	322	
嬲	321	
今晚	321	
藝	321	
銀	320	
列	319	
嘗	319	
比較	319	
髮	318	
精神	318	
朝	318	
炸	317	
避	317	
英文	316	
擺	316	
阻	316	
努	316	
對方	315	
偏	315	
靠	315	
嘴	315	
版	314	
茶	314	
聲音	314	
爛	314	
屬	313	
欣	313	
懷	313	
有冇	313	
福	313	
無論	312	
蚊	312	
致	312	
罪	311	
拜	311	
為咗	310	
到時	310	
麵	310	
認真	310	
魚	309	
膠	309	
陳	309	
店	309	
影響	309	
好啦	308	
備	308	
壓	307	
偷	306	
拿	306	
雜	306	
貼	305	
插	305	
解釋	304	
仲係	304	
壞	304	
造	303	
一早	303	
捉	303	
復	303	
屎	302	
打開	302	
人地	302	
方法	301	
討	301	
相當	301	
II	301	
曾經	301	
顧	300	
嗰個	300	
女友	299	
經濟	299	
豬	298	
尤	298	
搖	297	
智	297	
貴	297	
果然	297	
融	297	
幸	297	
規	297	
夾	297	
努力	297	
永遠	296	
接受	296	
日本	296	
絲	295	
啲人	295	
大力	294	
幾時	294	
控	294	
詩	294	
實係	293	
成功	293	
隨時	293	
港女	293	
呀嘛	293	
後生仔	292	
射	292	
鋪	292	
參	292	
設	292	
灣	292	
起身	291	
一般	291	
雲	290	
中文	289	
犯	289	
害	289	
碗	289	
許	289	
粒	289	
驗	289	
米	288	
返去	288	
模	287	
限	287	
談	286	
現實	286	
最好	285	
置	285	
錄	285	
嗎	284	
歸	284	
招	284	
呆	284	
一點	284	
純	283	
郭	283	
鬥	283	
電腦	283	
勝	282	
至於	281	
刀	281	
團	281	
同時	280	
同事	280	
揮	280	
一時	279	
慣	278	
yo	277	
忙	277	
適	276	
忍唔住	276	
明明	276	
勁	276	
瞓	275	
同學	275	
認為	275	
其中	274	
穿	274	
不可	274	
的話	273	
軍	273	
幾年	273	
德	273	
露	273	
實在	272	
效	272	
明顯	272	
研	272	
嘗試	272	
總之	272	
塔	271	
北	271	
守	270	
南	270	
李	270	
仁	270	
嚇	270	
肥	269	
擔心	269	
章	268	
改變	268	
入去	268	
即使	267	
反應	267	
密	266	
另外	266	
鏡	266	
嘿	266	
盤	266	
陽	266	
暴	266	
身邊	266	
唐	266	
%	266	
尋	265	
爾	265	
誤	265	
傅	264	
當時	264	
黨	264	
配	263	
的確	263	
哲	263	
狀	262	
透	262	
事實	262	
發展	262	
移	262	
抗	262	
默	262	
老闆	261	
封	261	
險	260	
從來	260	
人哋	259	
師傅	259	
作為	259	
浪	259	
育	259	
群	258	
洋	258	
給	258	
骨	257	
座	257	
修	257	
要求	256	
祖	256	
閉	256	
贏	255	
返工	255	
覆	255	
廁	254	
部份	254	
唔記得	254	
迷	254	
互	253	
歐	253	
優	253	
就話	253	
陰	253	
能力	253	
未必	253	
淚	252	
嚴	252	
部分	252	
養	251	
原因	251	
寶	251	
付	251	
霸	251	
森	251	
床	251	
咖	251	
book	251	
武	250	
父	249	
do	249	
除咗	249	
弱	249	
判	249	
肯定	248	
園	248	
唔理	247	
淨係	247	
之外	247	
歷史	247	
志	247	
禁	246	
唉	246	
基本	245	
先生	245	
唔緊要	244	
草	244	
淡	244	
存在	244	
自由	243	
豆	243	
面對	243	
善	242	
君	242	
閃	242	
Z	242	
族	242	
叫做	242	
漢	241	
趕	241	
素	241	
享	240	
真正	240	
直接	240	
分手	240	
乾	240	
出聲	240	
OK	239	
肚	239	
訊	239	
翻	238	
材	238	
牙	238	
率	237	
大陸	237	
溝	237	
略	237	
國人	236	
辛	236	
碌	235	
秀	235	
濕	235	
油	235	
虛	235	
兵	235	
編	235	
亞	235	
無錯	234	
舞	234	
雪	234	
諗住	234	
劃	234	
廳	234	
毛	233	
具	233	
嘅話	233	
最近	233	
漫	233	
蛋	232	
留意	232	
方面	232	
曲	232	
如何	232	
支持	232	
做得	232	
興趣	232	
啱啱	232	
諗起	232	
先至	231	
副	231	
垃圾	231	
木	231	
返屋企	231	
當中	231	
申	231	
懶	231	
研究	230	
衣	230	
注	229	
中意	229	
等等	229	
美國	229	
面前	229	
吖	228	
差唔多	228	
大聲	228	
遊戲	228	
夫	227	
富	227	
鬆	227	
咩呀	227	
只不過	226	
陪	226	
學校	226	
降	226	
春	226	
讀書	226	
好意	225	
臨	225	
借	225	
索性	224	
咬	224	
悲	224	
咋	224	
悶	224	
幻	223	
灰	223	
偉	223	
奇怪	223	
旅	222	
獸	222	
唔少	222	
地鐵	222	
事情	222	
創	222	
減	222	
一下子	221	
嫲	221	
老師	221	
伯	221	
新聞	220	
久	220	
畀人	219	
元	219	
探	219	
狗	218	
魔王	218	
起碼	218	
旁	218	
個鐘	218	
危	217	
逐	217	
ex	217	
人類	217	
聖	217	
怒	216	
細路	216	
反正	216	
財	216	
一係	216	
X	216	
心諗	216	
攻	215	
器	215	
說話	215	
藥	215	
吃	215	
途	214	
嘈	214	
好彩	214	
梁	214	
呃	214	
經過	214	
剩	213	
烈	212	
金融	212	
私	212	
老細	212	
讓	211	
按	211	
痴線	211	
分別	211	
亡	211	
附	211	
想像	211	
首先	211	
依然	210	
當年	209	
館	208	
價值	208	
辛苦	208	
槍	208	
軟	208	
有關	208	
播	208	
嗰啲	207	
潮	207	
係都	207	
巧	207	
後面	207	
批	207	
助	206	
祝	206	
抱	205	
坦	205	
滅	205	
摸	205	
口氣	204	
容易	204	
老公	204	
皇	204	
嘻	204	
多數	203	
找	203	
佔	203	
日日	203	
解決	202	
里	202	
小朋友	202	
如此	202	
供	202	
魂	202	
戴	201	
網上	201	
多時	200	
最多	200	
握	200	
忘	200	
庭	200	
年代	200	
莫	200	
加上	199	
課	199	
只會	199	
藍	199	
運動	198	
奶	198	
尖	198	
尤其	198	
藝術	198	
阿頭	198	
生命	198	
正正	198	
嗚	197	
胸	197	
道理	197	
憶	197	
秦	197	
大佬	196	
醫生	196	
以後	196	
粉	195	
後來	195	
搶	195	
好意思	195	
布	194	
窗	194	
門口	193	
游	193	
掌	193	
身體	193	
值得	193	
哲學	193	
會同	192	
差佬	192	
邊度	192	
端	192	
幕	192	
心情	192	
理由	192	
jam	191	
脫	191	
打算	191	
賞	191	
柒	191	
船	191	
地下	190	
中間	190	
之中	190	
拳	190	
水生	190	
話說	189	
洲	189	
褲	189	
可惜	189	
樹	189	
當初	189	
忠	189	
做乜	189	
裡面	189	
殘	188	
他們	188	
述	188	
意義	187	
村	187	
無理	187	
關心	187	
還是	187	
接近	187	
放棄	187	
嘆	187	
複	187	
叻	186	
絡	186	
觸	186	
膽	186	
穩	186	
發覺	185	
感情	185	
益	185	
橋	185	
非常	185	
迎	185	
以上	184	
貌	184	
返嚟	184	
一口氣	184	
的士	183	
醉	183	
尊	183	
一代	183	
卻	183	
汗	182	
板	182	
只好	182	
曬	182	
休	182	
款	181	
沖	181	
不要	180	
責任	180	
澳	180	
廁所	180	
製	180	
攞	180	
文字	180	
眼神	180	
兄弟	180	
受到	180	
就是	180	
這個	179	
講嘢	179	
抹	179	
語氣	179	
失敗	179	
Face	179	
有得	179	
回答	179	
民主	179	
中學	178	
for	178	
小心	178	
理解	178	
記住	178	
監	178	
大叫	177	
雄	177	
你呢	177	
畢業	177	
甜	177	
呵	176	
勇	176	
涼	176	
遮	176	
析	176	
施	176	
教育	176	
小說	175	
宜	175	
讚	175	
女朋友	175	
警察	175	
奈	175	
括	175	
時代	175	
又話	174	
好過	174	
轉頭	174	
竇	174	
現在	174	
泛	174	
通常	172	
裏	172	
少女	172	
缺	171	
國家	171	
we	171	
高登	171	
答案	170	
up	170	
側	170	
前面	170	
之下	170	
盒	169	
幾好	169	
試過	169	
鞋	169	
可以話	169	
蘭	169	
同樣	169	
伸	169	
唯一	169	
圈	169	
系列	168	
乘	168	
核	168	
啡	168	
黑色	168	
鳥	167	
討論	167	
準備	167	
Q	167	
敵	167	
席	167	
暫	166	
賭	166	
鑊	166	
表情	166	
奮	166	
羅	165	
無用	165	
拍拖	165	
本土	165	
司機	165	
皆	164	
控制	164	
計劃	164	
法律	164	
帝	164	
癲	164	
喝	163	
賽	163	
幣	163	
防	163	
鼓	163	
算啦	162	
動作	162	
孩	162	
構	162	
只能	162	
操	161	
捨	161	
怖	161	
牆	161	
慶	161	
訴	161	
分析	161	
須	161	
抵	161	
挑	161	
距	161	
消失	160	
眉	160	
行為	160	
唔好意思	160	
嘉	160	
怎	160	
菜	160	
逃	160	
範	159	
會話	159	
符	159	
一方	159	
日子	159	
唯有	159	
發出	158	
幾耐	158	
事件	158	
懷疑	158	
凍	158	
瘋	158	
作出	158	
思考	158	
甘	158	
頭髮	157	
橫	157	
枝	157	
恐怖	157	
屍	157	
束	157	
碟	157	
主角	156	
這樣	156	
環境	156	
人工	156	
處理	155	
夜晚	155	
噴	155	
辭	155	
只得	155	
好多時	155	
有錢	155	
鮮	155	
人士	155	
周圍	154	
憎	154	
鎖	154	
主義	154	
階	154	
一百	154	
餐廳	154	
尚	154	
鼻	154	
剛	154	
疊	154	
郎	153	
哼	153	
立法	153	
悔	153	
豪	153	
嗯	153	
包括	153	
身份	152	
唔該	152	
啤	152	
蠢	152	
眼前	152	
市民	152	
梯	152	
做人	152	
同人	152	
徒	152	
老竇	152	
電影	151	
目的	151	
好睇	151	
每日	151	
踢	151	
天下	150	
out	150	
盛	150	
感受	150	
含	150	
得閒	150	
市場	150	
表示	150	
窮	150	
串	150	
勞	149	
快樂	149	
刺	149	
掃	149	
好少	149	
pm	149	
老豆	149	
老實	149	
音樂	149	
韓	149	
生日	149	
增	149	
劍	148	
娘	148	
厚	148	
你們	148	
表達	148	
抬	148	
出面	148	
怨	147	
聽過	147	
拋	147	
閉路電視	147	
阿爸	146	
英國	146	
粹	146	
賤	146	
拒	145	
轟	145	
誰	145	
拆	145	
鄉	145	
文青	145	
多啲	144	
狠	144	
意識	144	
碎	144	
堅持	144	
浮	144	
擁	143	
唔見	143	
男朋友	143	
淺	143	
印象	143	
初戀	143	
一半	143	
午	143	
恨	143	
河	142	
困	142	
薄	142	
聽日	142	
app	142	
lu	142	
訪	142	
粗口	142	
表現	142	
珠	142	
老人	142	
人物	142	
阻止	141	
燈塔	141	
行動	141	
坐低	141	
好奇	141	
習慣	141	
早已	141	
之一	141	
居然	141	
考慮	141	
諸	141	
講法	140	
講下	140	
緣	140	
混	140	
小姐	140	
欲	140	
跡	140	
咯	140	
就真	140	
確係	139	
維持	139	
完成	139	
意見	139	
州	139	
感到	139	
出來	139	
有機	139	
逼	139	
柴	138	
笑容	138	
了解	138	
折	138	
貓	138	
白色	138	
佳	138	
屈	138	
童	138	
無意	138	
錫	138	
營	138	
裙	138	
掛住	138	
莊	137	
仔女	137	
丁	137	
上去	137	
細個	137	
無奈	137	
男仔	137	
手機	137	
點算	137	
放心	137	
咦	137	
涉	136	
珍	136	
賺	136	
中心	136	
飛機	136	
揸	136	
失去	136	
末	136	
負責	136	
煮	136	
綠	135	
隱	135	
檯	135	
測	135	
程度	135	
枱	135	
聚	135	
遺	135	
吞	135	
餅	135	
經驗	135	
選舉	135	
恥	134	
力量	134	
重新	134	
距離	134	
掉	134	
揚	134	
兼	134	
慰	133	
等於	133	
充滿	133	
祈	133	
下面	133	
小學	133	
臭	133	
只是	133	
毫無	133	
間房	133	
例子	133	
人家	133	
媽媽	133	
博	132	
潛	132	
求其	132	
宗	132	
一世	132	
踏	132	
理論	132	
形容	132	
麻煩	131	
幸福	131	
托	131	
填	131	
咖啡	131	
胡	131	
生意	131	
劉	131	
舒	131	
污	131	
榮	130	
下次	130	
積	130	
先知	130	
冷靜	130	
股票	130	
家長	130	
放低	130	
那麼	130	
固	130	
俗	130	
無謂	129	
往往	129	
經歷	129	
醫院	129	
輯	129	
伏	129	
猶	129	
附近	129	
委	129	
睇住	129	
田	129	
稍	129	
家庭	129	
裏面	128	
極之	128	
劈	128	
爺	128	
伴	128	
文章	128	
滯	128	
秋	128	
爽	128	
開口	128	
節目	127	
直頭	127	
上司	127	
以及	127	
作品	127	
個位	127	
麗	127	
自殺	127	
做嘢	127	
搬	127	
頭先	127	
遇到	127	
最終	126	
隔離	126	
不論	126	
吐	126	
健	126	
緒	126	
撥	126	
好似係	126	
之餘	126	
甩	126	
載	125	
對唔住	125	
大部份	125	
滾	125	
厭	125	
回應	125	
織	125	
詳	125	
嚴重	125	
革	125	
孫	125	
檔	124	
塞	124	
滴	124	
反對	124	
有所	124	
恩	124	
聰	124	
頸	124	
扭	123	
歡迎	123	
嗱	123	
互相	123	
欣賞	123	
麥	123	
膊	123	
屋企人	123	
個星期	123	
紹	123	
審	123	
人口	123	
哭	122	
話題	122	
地球	122	
圖書	122	
內容	122	
小時	122	
空間	122	
介紹	122	
一手	122	
一生	122	
有用	122	
證明	122	
昏	122	
凡	122	
康	122	
制度	122	
葉	121	
斬	121	
屬於	121	
如同	121	
聊	121	
本地	121	
幅	121	
毒男	121	
認同	121	
未來	121	
至少	120	
學習	120	
方向	120	
嗌	120	
簽	120	
啖	120	
上下	120	
管理	120	
辦公	120	
猛	120	
溝通	120	
緊張	120	
攬	120	
佛	120	
純粹	120	
醜	120	
傑	120	
耳環	120	
孤	120	
鎮	120	
巴士	120	
掩	120	
好食	119	
儲	119	
自動	119	
der	119	
實際	119	
pi	119	
簡直	119	
資料	119	
畫面	119	
寒	119	
你老母	119	
掟	118	
意外	118	
合理	118	
在於	118	
難得	118	
原本	118	
男友	118	
旅行	118	
績	118	
喪	118	
策	118	
兜	118	
作者	118	
到底	117	
糖	117	
再次	117	
難以	117	
辯	117	
鹹	117	
城市	117	
罷	117	
睇落	117	
租	117	
滿足	117	
安排	116	
立法會	116	
嘞	116	
保護	116	
追求	116	
偶	116	
勸	116	
獨立	116	
標準	116	
立即	116	
方式	115	
扯	115	
憑	115	
一眼	115	
收到	115	
搞錯	114	
扶	114	
必然	114	
進行	114	
con	114	
大量	114	
襲	114	
好清	114	
急急	114	
有心	114	
爆炸	114	
佈	114	
倫	114	
背後	114	
寧	114	
無啦啦	114	
好話	113	
神秘	113	
億	113	
係啦	113	
為甚麼	113	
科學	113	
學識	113	
快啲	113	
敏	113	
危險	113	
瓜	113	
雷	113	
朗	113	
序	113	
不得	113	
認識	113	
翼	113	
點頭	113	
整個	113	
紅色	113	
出街	113	
基本上	113	
外國	112	
攤	112	
上次	112	
以下	112	
足夠	112	
組織	112	
圖書館	112	
陷	112	
hea	112	
滑	112	
一方面	112	
振	112	
針	112	
鼠	111	
授	111	
咳	111	
旺	111	
衛	111	
條件	111	
琴	111	
冰	111	
縮	111	
戒	111	
願意	111	
傳統	111	
儀	111	
就快	111	
瘋狂	111	
安全	110	
夏	110	
辦公室	110	
偉大	110	
蛇	110	
埋去	110	
角色	110	
英雄	110	
暖	110	
