合作	1664822
球	1660612
出去	1657515
提供	1657009
同你	1656572
呢啲	1655259
隊	1654406
進行	1653122
同我	1651501
新聞	1647433
跑	1643615
未來	1641392
有啲	1640609
較	1637383
加上	1636152
派	1636064
陳	1634543
媽媽	1633571
不能	1632885
部	1632779
肯定	1632760
呃	1630377
更加	1630063
去到	1628510
啱啱	1625761
例如	1624987
沒	1621585
睇到	1619852
英文	1618607
身體	1616479
計劃	1616133
當年	1614729
圖	1610917
請問	1607333
建議	1606396
俾人	1603152
啱	1603137
經濟	1595293
覺	1594941
非常	1593881
好好	1591874
更多	1589714
唔該	1588378
什麼	1584077
帖子	1581084
搞到	1580741
小時	1579305
代表	1578260
本報訊	1576478
不斷	1570356
唔使	1568585
離開	1568413
遊戲	1567812
四	1567026
會有	1566177
重	1566153
樓	1565803
線	1561241
變	1557885
中心	1556840
明	1555611
認真	1547284
唱	1545166
巴	1544871
數據	1544818
五	1544108
買左	1542322
追	1540858
最近	1540046
一係	1537494
重要	1536722
使用	1536539
喊	1535337
如何	1531521
外	1529813
還是	1525727
至於	1525330
都是	1521821
電	1521550
球隊	1520120
宜家	1519970
討論	1517646
屌你	1510646
做到	1510427
事件	1505824
鬼	1505611
是否	1504821
最多	1502269
曾	1502254
市民	1501890
去年	1500188
不同	1498722
係咩	1494973
雞	1494819
好難	1494243
英國	1492762
我個	1491892
方面	1491781
怕	1491340
全	1488324
小朋友	1488238
男仔	1488044
應該係	1486316
陣	1484626
地下	1484618
冇得	1483902
頭先	1483061
唔得	1482406
飛	1477640
老豆	1476199
夠	1472808
解	1472042
身	1472022
起碼	1469550
爆	1468541
真心	1466947
換	1466531
通常	1462357
輸	1460770
唔通	1459554
路	1458158
位置	1457953
有冇人	1456013
警方	1451934
書	1450456
受	1450189
努力	1449983
同學	1449638
究竟	1448896
向左	1446441
好耐	1444826
搭	1442311
女朋友	1442129
好想	1441625
收到	1435922
答	1435297
爸爸	1434648
身邊	1434095
到時	1432040
解釋	1429583
幾年	1429353
向右	1427625
比賽	1427217
作	1426924
個陣	1426522
卡	1426246
哈哈	1425408
先生	1425117
版	1425058
中間	1421394
老師	1420671
比佢	1420182
一名	1419871
作爲	1418115
對於	1417814
介紹	1416197
米	1414794
上網	1413738
扮	1413599
媽咪	1413151
力	1412656
一切	1412509
國際	1412295
想要	1411478
妳	1410585
嫁	1410337
的話	1407771
留	1407569
半	1405608
拉	1403523
聽到	1402406
除左	1401492
他人	1401369
男朋友	1399417
果個	1398724
自然	1397763
這樣	1397726
鐘意	1397577
增加	1397037
一隻	1395746
腳	1394069
果陣	1393032
曬	1391783
既話	1390348
分享	1390032
反	1388036
到底	1387194
回	1386504
第一次	1385353
清楚	1383570
細	1377175
仲係	1372968
有得	1371162
頂	1370863
加油	1370207
神	1369513
們	1369186
留名	1369130
永遠	1369112
每日	1368944
始終	1367841
小姐	1365608
目標	1365107
應	1365033
免費	1364541
意思	1363930
講到	1361563
研究	1360627
註冊	1360574
好彩	1360164
以及	1359659
中學	1359529
明白	1359110
屎	1358449
多次	1356745
目前	1356707
一邊	1355034
申請	1354577
未必	1352886
陪	1351942
所謂	1351011
它	1350479
經過	1342549
點會	1339438
曼聯	1339330
黑	1336345
怎	1335600
冇人	1335178
美元	1333115
好多人	1330974
唔記得	1330702
不要	1329132
入去	1327630
就要	1327364
電腦	1326385
台	1324448
唔撚	1322905
都係咁	1319630
我想	1319114
說話	1317211
刷	1317209
有機會	1316607
唔明	1316219
都得	1315472
上次	1312965
舊	1310813
還	1310622
得到	1310288
痛	1308919
擔心	1305696
幾日	1302318
岩岩	1302312
則	1300801
故事	1298380
炒	1297064
佢個	1295151
隔離	1295041
仍	1294135
仍然	1293126
經驗	1292736
回應	1292499
跳	1292331
政治	1292220
相關	1292123
項目	1291053
外國	1290039
口	1289816
包	1288900
殺	1288745
又話	1288476
自動	1286242
好正	1285964
處理	1285847
意見	1285379
一種	1284122
太多	1281802
份	1281597
反應	1281102
人生	1278141
酒店	1277932
現時	1276788
兩年	1276474
一些	1276400
呎	1274553
面對	1274551
附近	1271915
消息	1270977
考慮	1270451
就得	1269989
不少	1266303
每次	1264541
癡線	1263858
都未	1263247
稱	1260770
型	1259845
因此	1258864
調查	1258613
比你	1256866
行爲	1256089
平均	1255277
以後	1254773
設計	1253976
使	1252907
即使	1252863
變成	1252024
指出	1250778
佢哋	1248160
商業	1247471
又有	1245604
絕對	1244331
還有	1243090
色	1241052
運動	1240175
暫時	1239773
眼	1237413
普通	1236838
地產	1236597
技術	1236298
每個	1232962
有錢	1232451
多個	1231666
比我	1230839
下次	1229824
十	1228019
之間	1226521
天	1225755
條友	1225754
報	1225035
於是	1224585
訓	1224285
不了	1223853
行動	1222633
難	1220655
聯絡	1220366
捉	1219890
接	1218022
完成	1217688
個樣	1217527
歌	1217311
牙	1213356
壓力	1211903
仲未	1211123
吹	1210037
這些	1209317
最大	1208993
能夠	1208060
廢	1205322
老婆	1205214
星	1204020
佬	1203679
環境	1203203
一早	1202400
依個	1201747
自由	1201176
嗯	1201175
求	1200089
冇乜	1199585
下面	1198426
也是	1197461
老公	1196360
好似係	1196306
改變	1196057
飯	1195662
傾	1194614
丫	1193596
巴士	1193022
倍	1192986
留意	1192573
解決	1192548
十分	1190442
嬲	1190410
乘	1189374
現實	1187500
假	1186785
阿	1186687
安全	1185811
更新	1184797
上去	1179250
可惜	1176162
唯一	1175802
結婚	1175560
帳號	1172518
我諗	1172494
起身	1171903
證明	1171850
理	1170551
改	1169409
見過	1169322
一場	1169017
係會	1168980
平	1167567
系統	1166504
當中	1165065
查看	1161848
這是	1160798
之外	1159911
本來	1158912
主	1158450
超	1157821
支	1156065
貼	1155126
後面	1154240
秒	1154034
感情	1154033
角色	1153432
星島日報	1153037
工	1152964
一句	1151716
片	1149004
辛苦	1148898
事實	1147505
家姐	1144802
數	1142865
大佬	1142773
電影	1142190
未有	1141626
除非	1141084
先係	1141077
試	1141049
粒	1140525
一個月	1139875
吖	1139862
哩	1139472
家庭	1139453
耐	1139263
歷史	1138937
立即	1138327
控制	1137873
加入	1136406
小心	1136224
都想	1135560
係要	1135500
掛	1135440
曾經	1135114
安排	1134600
返去	1134010
吸引	1133935
中場	1133726
次次	1132836
放棄	1132233
作者	1131963
講緊	1131917
生日	1130861
食飯	1130468
好快	1129952
明顯	1129701
撞	1127647
都話	1127632
成交	1126786
真正	1126483
中文	1125485
級	1123715
速度	1123142
想知	1122304
實	1121882
醫院	1121333
人工	1121194
警察	1120437
等等	1119826
簡單	1119780
搵到	1119217
諗起	1118663
橫琴	1116349
唔知點	1116135
射	1115778
達	1115639
味	1114118
越	1114050
係有	1113663
價錢	1113599
即時	1112099
面前	1111841
閪	1111720
公園	1111484
部分	1110917
奶	1110884
英超	1108416
插	1107684
先會	1105287
拖	1105123
登錄	1105076
但是	1104012
很多	1101663
影	1101055
基本上	1099629
救	1099513
讀書	1099375
駛	1099265
必須	1098883
砌	1097650
集團	1097427
呢度	1097173
法	1096957
根據	1096745
嚴重	1095128
文化	1094314
父母	1094035
黎講	1092865
精神	1092709
岩	1091211
餵	1090501
幫手	1090171
分手	1090098
出來	1089962
考	1088929
住宅	1088586
其他人	1088145
全球	1087572
同樣	1085668
哥哥	1084791
喜歡	1084075
多數	1083915
停	1082491
多啲	1081458
金	1081091
唔算	1080138
排	1079071
一條	1078665
強	1078340
吾	1078307
估	1076927
主動	1076877
水平	1075099
的是	1074414
經	1073074
新手	1070485
無論	1070232
對手	1069876
個位	1069799
本地	1069149
有興趣	1067941
推出	1067052
至少	1066784
存在	1064278
替	1063336
中共	1063258
業主	1062356
人類	1062187
引用	1061963
主席	1061632
方便	1060732
柒	1058967
真的	1058935
記	1058440
謝謝	1057137
基本	1056722
空間	1056595
逾	1055666
一半	1055294
非	1054926
思	1054030
蘋果	1053727
出街	1050422
不停	1050225
子	1050092
咁講	1049777
保護	1049662
只會	1049622
師兄	1049608
同事	1048828
點都	1047890
正式	1047858
有問題	1047778
點睇	1047541
方式	1047516
從來	1046742
港	1045195
爲佢	1044455
最終	1043585
做乜	1043039
唔敢	1042277
前面	1041512
本港	1041398
原本	1041191
係邊	1039422
提出	1039217
網上	1038534
咁就	1037916
人話	1037625
打到	1037357
攞	1035958
城市	1035343
期	1034222
隨時	1033924
最高	1033770
產品	1033374
性	1033156
計	1032181
站	1031182
爛	1029146
就有	1029002
健康	1028928
座	1028690
怪	1027890
關	1027395
舖	1027080
顯示	1027057
梗係	1026399
狀態	1026080
方呎	1024662
響	1022039
無法	1021460
睇完	1020672
之一	1019548
飛機	1019058
打算	1018508
物業	1017233
甚麼	1015557
最新	1015078
對面	1014564
期間	1014536
誰	1013061
上年	1012926
令人	1010106
今天	1010008
雲	1008605
性格	1007477
叫我	1006497
絲打	1006110
为	1006001
夜晚	1005693
贏	1005679
一間	1005249
大廈	1004788
除了	1003935
屋企人	1001768
一點	1000900
專業	1000584
教育	998851
反對	997155
上升	996873
高層	993834
咁撚	993115
右	992203
這種	991625
個名	991026
感到	989636
清	989510
毒撚	989468
攻擊	988504
揸	988432
大概	988035
懷疑	987470
集	987447
肥	986994
興趣	986417
一起	986353
講真	985395
看到	984855
客	984488
聯賽	982853
如此	982360
面積	980994
身上	980595
方向	978685
添	978018
係度	977989
進入	977923
首先	977361
畫	974927
套	974867
負責	974031
抹	973562
翻	973530
大約	973141
貴	973030
員工	972917
均	972679
以下	972336
就話	972240
句	971208
電視	970414
叫佢	970397
似乎	969667
龍	968934
發	968372
噹	968203
公仔	967891
獨立	967225
王	966185
地區	965158
哥	964041
同意	963630
成班	963539
聲音	963310
政策	962877
咬	962233
大把	960709
貓	960277
好睇	960235
企	959972
煮	959655
效果	957860
底	957615
文	957273
嗰個	957165
再次	957107
靚仔	956903
幾錢	956815
爲了	954971
皮	953487
幾耐	953155
冠軍	953133
參加	952926
高登	952657
呎價	951194
超過	951140
基金	950335
無得	948794
區	948592
組織	948229
球迷	947731
歐洲	944586
打機	944417
擁有	944257
預期	944046
羅	942746
昨	941559
同一	941341
系	940030
九	939883
找	939241
將會	935599
管理	935224
成績	933910
一張	932993
拍拖	932611
穿	932377
估計	931842
門	930574
廣告	930551
報告	930364
係到	930300
俊俊	928969
教練	928948
咦	928718
有的	928600
出面	928557
企業	927881
你們	927441
石	926353
透過	926041
戴	925891
長期	925710
分析	925594
大量	925469
唯有	925391
首	925005
一段	924685
角	924453
用緊	922871
多少	922283
無咩	922020
妹	920668
足球	920419
現場	919922
俾佢	919909
了解	919097
增長	918719
反正	918468
共	917955
講過	916729
得閒	916579
呢隻	915941
今季	915395
邊有	915311
香	915048
汽車	914134
感	913753
工程	912451
司機	911801
爲左	911182
重新	911077
的確	910965
國	910122
被告	909518
打開	909434
民主	909308
中央	908637
參與	908389
半場	908335
品牌	907950
係呀	906858
白	906193
同人	905066
收入	903333
搶	902995
日子	902260
價值	900730
值得	900711
快樂	900478
好大	899844
自殺	898931
作出	898477
事情	898399
店	898358
算啦	898326
西	897746
發覺	897336
享受	896365
既然	896041
心情	894747
吃	894286
一刻	892484
抵	892299
單	892209
廁所	890751
科	890747
遇到	890421
容易	889870
愈	889385
踩	888970
咩事	888348
都知	888036
家人	887897
實在	887654
旅行	886940
熱線	886740
法國	886402
理解	885805
花	885424
冇咩	884697
我哋	884440
態度	884097
投訴	883864
照顧	883849
總	882644
果時	881861
周圍	881371
掉	881342
火	880390
兩次	879512
緊張	878866
軍	878520
理由	878179
感受	878025
賺	877802
肯	877429
早前	877064
返黎	875975
業務	875094
每年	874191
美	873247
租	873242
經常	873016
唔駛	872706
哪	872126
透露	870998
易	870703
法律	870410
先有	870089
亂	870041
公平	869398
入球	869216
對話	869007
副	868801
個時	868727
質素	867985
多過	866945
韓國	866458
麻煩	866262
一開始	866101
全新	866090
血	865417
鬧	864747
動作	864398
置業	864394
就知	864016
食物	863541
畢業	863345
上下	862954
通過	862382
細佬	862217
公開	861975
舉行	861689
唔講	861151
呢種	860598
門口	859440
俾你	859428
想買	858831
白色	858651
保持	858136
中國人	858129
主角	856951
話我	856539
黑色	855810
燈	855769
不嬲	855501
機場	854691
北京	854082
利	853357
樓盤	853204
防守	852048
裝	851847
距離	851750
成員	851206
次數	851115
可是	850853
方	850822
整個	849671
盡	849506
七	848489
交易	848486
今	848293
本人	848062
變得	847891
交	847627
入到	847422
幾次	846799
咁既	846670
牛	845717
人民幣	845282
拒絕	845181
點評	844748
頭髮	844048
妹妹	843671
哇	843033
紅	842377
小學	841640
咁大	841089
只能	840938
細路	840567
功能	840562
嗰陣	840307
發出	840079
咁耐	840056
給	839661
離	839099
旅遊	838702
杯	838293
持續	837599
料	837542
式	837028
臭	836953
下午	836768
琴日	835536
武器	835530
網絡	835356
醒	835241
咁快	834990
休息	834892
資源	834506
涼	832719
加埋	829694
出左	829510
寧願	829073
價	828748
愛情	828083
合理	828078
牌	828014
節目	827742
港人	826679
望住	826648
接近	826230
球會	826206
前鋒	825702
想睇	825241
傻	824822
塊	824694
夏天	823893
原	823075
幫我	822112
好少	822064
睇你	822007
唔多	821496
報警	821406
留言	820904
條件	820438
提示	820343
音樂	820289
一位	820205
總之	820061
投資者	819968
受到	819504
先啦	819058
信心	818748
晚	818481
維持	818391
人員	818082
認識	816537
講野	816487
阿媽	816014
將來	815970
減少	815956
實力	815001
好靚	813938
未能	813353
習慣	812803
客戶	812208
上黎	811684
後來	811527
掂	811102
叻	811089
放心	809830
德國	809771
有點	809600
依然	809335
曼城	809281
摸	808018
標準	808007
盤	807373
利用	806617
處	806490
議員	806473
硬	806127
動物	805592
變左	805527
改善	804716
段	803765
情緒	803174
那麼	803050
部份	802140
嘈	801882
主場	801684
遠	801601
佔	801100
仲好	799757
五毛	799115
責任	797946
對唔住	797048
舒服	797030
男子	797008
獲	796868
棟	796605
會員	795755
小弟	795442
出聲	794539
輕鬆	793527
果然	792718
屋	791730
嗰啲	791335
種	791211
股	791033
八	789334
強調	788820
訓練	788800
穩定	787861
做過	787650
刀	787200
肉	787172
指數	786621
程度	786592
意外	785917
衰	784903
可愛	784298
就好	784293
機構	784123
無啦啦	784035
山	783696
叫做	783649
尾	783109
好勁	783068
串	782783
下個	782339
好玩	781997
半年	781748
話係	781508
傳統	781199
冇用	781161
彈	780731
兄弟	780594
目的	780341
姐係	780021
提	779909
無用	779761
不知	778901
立法會	778878
辦法	777351
做緊	776804
隊長	775580
危險	775257
睇過	775256
劇情	775192
抱	774905
米蘭	774865
覆	773701
鞋	773228
甩	772094
承認	771843
生命	771697
意	771602
恐怖	770860
答案	770360
失去	770178
配合	770164
冇事	770140
唔要	769612
學習	769559
當我	769457
小小	767943
渣	767763
問下	767720
去左	767703
地點	767162
瘋狂	766486
毒	766407
無事	765339
禮拜	765229
工人	764697
細個	764656
入左	764457
睇佢	764384
另一個	764129
不足	763922
師父	763802
紅色	763561
私人	763238
有些	762903
來自	761698
兩人	761579
關注	761075
據	760409
裏	759398
月費	759382
然	759259
氣	759203
壞	759189
地址	758050
幸福	757739
出席	757666
利物浦	757632
刪除	757554
唔少	757124
熱	756906
零	756755
傳	756578
認同	755799
家長	754997
多人	754382
對我	753866
通知	753812
上市	752249
經歷	751977
皇馬	751945
取得	751816
警員	751282
受傷	751159
大部份	751129
點算	750523
職員	749879
批評	749462
煩	748436
官方	748301
師傅	748264
屬於	747977
病	747711
畀人	747085
對住	746384
調整	746158
起來	745655
格	745352
傷害	745186
敢	745103
聽過	744939
歐聯	744346
當你	744222
老闆	743725
主題	743597
人家	743428
組	743001
畫面	742710
癡	742571
劍	742528
千萬	742314
否則	742268
叫你	741450
少女	741383
袋	740965
失敗	740867
做左	740076
污糟	739891
執	738884
趁	738586
當地	738449
資產	738171
反映	738006
睇住	736412
推介	736117
系列	735932
一世	735517
類似	734983
練	734767
有用	734205
幾乎	734174
全程	733212
買到	733038
部機	732732
係真	732056
港女	731628
成本	730744
制度	730719
實際	730523
慢	730355
好易	729815
科技	728710
期待	728492
之下	727686
取消	727632
公屋	727272
心態	727072
全世界	725398
港元	725207
冒	725110
女神	724951
睇左	724802
人口	724449
邊到	724449
唔見	723777
女友	723522
人民	723243
星期六	723124
雙	722416
女性	722370
不用	722046
別人	721867
正選	721826
十萬	721400
二手	721346
角度	720978
咁好	720531
導致	720232
特色	719977
手指	719956
只不過	719953
花園	719318
保險	718884
身份	718836
氣氛	718246
推推推	718244
例子	718221
唔肯	718097
一份	717711
至今	717600
近年	717176
去邊	716824
買家	716750
資金	716726
快啲	716565
一時	716458
中意	716238
過左	716075
個仔	715769
當初	715487
雙方	715280
價格	715089
股價	714636
限制	713997
重點	713601
風	713125
當日	712966
最少	712059
合	711640
進攻	711488
餐廳	711481
今場	710887
逼	710858
可憐	710746
那個	710333
公布	710224
兜	709986
啪	709698
澳洲	709439
平台	709106
東西	708919
唔好咁	708495
床	708454
我估	708202
商場	707773
風險	707620
邊間	707595
商鋪	707248
玩家	706921
豬	706709
樓豬	706582
唔覺	705972
億	705674
形容	705577
堅持	705523
先得	705131
連續	704739
宣傳	704727
先知	704684
斬	704569
需求	704132
現	704006
利益	703982
好食	703608
之類	703327
委員會	703070
收購	702875
獲得	702873
旺角	702394
隊友	702017
考試	701012
後備	700880
傳媒	700626
手足	699374
然而	699271
百萬	698777
好啲	698620
直到	697445
造成	697423
冇問題	697410
近日	697248
純粹	697223
化	696964
的士	696798
後生	696507
幫助	696207
幫佢	695889
做野	695779
樓上	695208
之中	694876
搵唔到	694804
光	694063
收工	693580
最緊要	693453
剪	693297
致電	692571
盈利	692270
都算	691487
售	691271
令到	691060
地鐵	690775
唔好意思	690067
力量	689288
乜都	689270
那些	689105
購買	688772
消失	688711
尊重	688093
養	688071
無問題	687787
討論區	687482
十幾	687453
一手	687417
爭	687390
亞洲	687081
印象	686788
你好	686230
尤其	685760
心理	685604
一聲	685276
屏蔽	685133
算係	685113
生意	684806
手上	684635
得返	684262
高達	684054
有少少	684045
禾	684010
錫	683942
紀錄	683874
提升	683599
願意	683290
出口	682742
好有	682438
課	681961
乃	681682
背後	681373
無乜	681056
超級	681030
用左	680237
唔掂	680040
巴絲	679992
收皮	679828
基本法	679438
多左	679347
過程	679073
油	679072
死亡	678959
寫字樓	678912
預計	678839
睇唔到	678152
人數	678008
琴晚	677457
李生	677347
堂	676276
成立	676101
資訊	675238
凝	674754
唔係咁	674295
土地	673756
凍	673483
溝通	673351
數字	672960
好像	672808
攰	672720
日前	672511
教授	672496
時代	672290
裝修	672005
唔出	671656
最重要	671529
而是	671514
讚	671429
突破	671215
友	670923
回憶	670191
早餐	669427
爭取	669382
癡撚線	668969
完美	668690
交收	668364
忍	668231
不可	667897
攻	667825
課程	667757
合約	667569
短	666797
玩具	666038
我同	665823
靚女	665507
正在	664911
得唔	664696
寶	664502
玩到	664419
年前	664252
咁做	664017
金融	663781
體育	663083
各區	662625
講下	662287
盒	662262
病人	662232
含	661955
接觸	661588
出發	661194
破壞	660922
收益	660806
入黎	660565
被禁止	660264
當局	660204
相當	659723
叫人	659626
進步	659556
要有	659137
高級	658847
好奇	658835
出售	658444
全場	658135
雙手	657285
思想	657194
鋪	657194
男友	656692
經理	656666
欣賞	656613
果啲	656491
个	656079
玻璃	655967
泛民	655903
盡量	655537
夢	655403
心諗	655106
講完	654829
流	654646
一人	654589
星期一	654098
範圍	652908
互相	652822
案件	652528
投票	652252
下跌	651803
近期	651786
咪得	651692
鼓勵	651185
話題	651119
刺激	651070
大部分	651039
嘗試	650582
最佳	650564
唔應該	650283
人哋	649974
每月	649603
奇怪	649591
後悔	648946
忙	648529
車路士	648434
表情	647845
樓價	647633
帶來	647506
碼	647352
死左	647049
齊	646955
緊係	646932
晚上	646500
賽事	646490
居民	646397
也有	646390
